,FIPs,County,State,Zip_Code,Station
623,17059,Gallatin County,IL,62821,KCUL
624,17061,Greene County,IL,62027,KSET
625,17063,Grundy County,IL,60424,KMDW
626,17065,Hamilton County,IL,62828,KMVN
627,17067,Hancock County,IL,62379,KEOK
628,17069,Hardin County,IL,62947,KHSB
629,17071,Henderson County,IL,61418,KBRL
630,17073,Henry County,IL,61254,KMLI
631,17075,Iroquois County,IL,60912,KIKK
632,17077,Jackson County,IL,62272,KSAR
633,17079,Jasper County,IL,62448,KOLY
634,17081,Jefferson County,IL,62864,KMVN
635,17083,Jersey County,IL,62035,KALN
636,17085,Jo Daviess County,IL,61085,KFEP
637,17087,Johnson County,IL,62972,KMWA
638,17089,Kane County,IL,60136,KDPA
639,17091,Kankakee County,IL,60424,KMDW
640,17093,Kendall County,IL,60544,KLOT
641,17095,Knox County,IL,61412,KGBG
642,17097,Lake County,IL,60051,KUGN
643,17099,LaSalle County,IL,61360,KMDW
644,17101,Lawrence County,IL,62439,KLWV
645,17103,Lee County,IL,60553,KRPJ
646,17105,Livingston County,IL,60921,KPNT
647,17107,Logan County,IL,62634,KAAA
648,17109,McDonough County,IL,61440,KMQB
649,17111,McHenry County,IL,60051,KUGN
650,17113,McLean County,IL,61723,KAAA
651,17115,Macon County,IL,62573,KDEC
652,17117,Macoupin County,IL,62069,KALN
653,17119,Madison County,IL,62035,KALN
654,17121,Marion County,IL,62885,KSLO
655,17123,Marshall County,IL,61523,KPIA
656,17125,Mason County,IL,61546,KPIA
657,17127,Massac County,IL,62960,KPAH
658,17129,Menard County,IL,62625,KSPI
659,17131,Mercer County,IL,61412,KGBG
660,17133,Monroe County,IL,62278,KSAR
661,17135,Montgomery County,IL,62069,KALN
662,17137,Morgan County,IL,62621,KPPQ
663,17139,Moultrie County,IL,61937,KDEC
664,17141,Ogle County,IL,61047,KFEP
665,17143,Peoria County,IL,61523,KPIA
666,17145,Perry County,IL,62268,KSAR
667,17147,Piatt County,IL,61936,KDEC
668,17149,Pike County,IL,62314,KPPQ
669,17151,Pope County,IL,62960,KPAH
670,17153,Pulaski County,IL,62956,KPAH
671,17155,Putnam County,IL,61560,KPIA
672,17157,Randolph County,IL,62278,KSAR
673,17159,Richland County,IL,62448,KOLY
674,17161,Rock Island County,IL,61282,KMLI
675,17163,St. Clair County,IL,62223,KCPS
676,17165,Saline County,IL,62972,KMWA
677,17167,Sangamon County,IL,62545,KSPI
678,17169,Schuyler County,IL,62624,KSPI
679,17171,Scott County,IL,62621,KPPQ
680,17173,Shelby County,IL,62465,KDEC
681,17175,Stark County,IL,61449,KGBG
682,17177,Stephenson County,IL,61047,KFEP
683,17179,Tazewell County,IL,61546,KPIA
684,17181,Union County,IL,62952,KCGI
685,17183,Vermilion County,IL,61841,KDNV
686,17185,Wabash County,IL,62410,KAJG
687,17187,Warren County,IL,61412,KGBG
688,17189,Washington County,IL,62268,KSAR
689,17191,Wayne County,IL,62837,KFWC
690,17193,White County,IL,62821,KCUL
691,17195,Whiteside County,IL,61254,KMLI
692,17197,Will County,IL,60403,KLOT
693,17199,Williamson County,IL,62918,KMWA
694,17201,Winnebago County,IL,61047,KFEP
695,17203,Woodford County,IL,61744,KBMI
696,18001,Adams County,IN,46780,KFWA
697,18003,Allen County,IN,46725,KFWA
698,18005,Bartholomew County,IN,47274,KBAK
699,18007,Benton County,IN,47944,KLAF
700,18009,Blackford County,IN,47359,KMZZ
701,18011,Boone County,IN,46147,KCFJ
702,18013,Brown County,IN,47274,KBAK
703,18015,Carroll County,IN,46915,KGGP
704,18017,Cass County,IN,46998,KGGP
705,18019,Clark County,IN,47119,KLOU
706,18021,Clay County,IN,47802,KHUF
707,18023,Clinton County,IN,46039,KOKK
708,18025,Crawford County,IN,47175,KHNB
709,18027,Daviess County,IN,47553,KDCY
710,18029,Dearborn County,IN,47001,KCVG
711,18031,Decatur County,IN,46156,KGEZ
712,18033,DeKalb County,IN,46747,KGWB
713,18035,Delaware County,IN,46012,KMIE
714,18037,Dubois County,IN,47523,KHNB
715,18039,Elkhart County,IN,46514,KEKM
716,18041,Fayette County,IN,47331,KGEZ
717,18043,Floyd County,IN,47164,KSDF
718,18045,Fountain County,IN,47958,KLAF
719,18047,Franklin County,IN,47060,KCVG
720,18049,Fulton County,IN,46910,KRCR
721,18051,Gibson County,IN,47633,KEVV
722,18053,Grant County,IN,46933,KMZZ
723,18055,Greene County,IN,47441,KDCY
724,18057,Hamilton County,IN,46268,KEYE
725,18059,Hancock County,IN,46229,KMQJ
726,18061,Harrison County,IN,47164,KSDF
727,18063,Hendricks County,IN,46158,KIND
728,18065,Henry County,IN,46056,KMQJ
729,18067,Howard County,IN,46902,KOKK
730,18069,Huntington County,IN,46725,KFWA
731,18071,Jackson County,IN,47229,KIMS
732,18073,Jasper County,IN,46380,KVPZ
733,18075,Jay County,IN,47390,KMIE
734,18077,Jefferson County,IN,47224,KCVG
735,18079,Jennings County,IN,47229,KIMS
736,18081,Johnson County,IN,46106,KIND
737,18083,Knox County,IN,47596,KDCY
738,18085,Kosciusko County,IN,46504,KASW
739,18087,LaGrange County,IN,46746,KIRS
740,18089,Lake County,IN,46311,KIGQ
741,18091,LaPorte County,IN,46391,KVPZ
742,18093,Lawrence County,IN,47108,KBMG
743,18095,Madison County,IN,46040,KMQJ
744,18097,Marion County,IN,46201,KIND
745,18099,Marshall County,IN,46504,KASW
746,18101,Martin County,IN,47633,KEVV
747,18103,Miami County,IN,46910,KRCR
748,18105,Monroe County,IN,47408,KBMG
749,18107,Montgomery County,IN,47990,KCFJ
750,18109,Morgan County,IN,46158,KIND
751,18111,Newton County,IN,46310,KVPZ
752,18113,Noble County,IN,46725,KFWA
753,18115,Ohio County,IN,47001,KCVG
754,18117,Orange County,IN,47108,KBMG
755,18119,Owen County,IN,46166,KIND
756,18121,Parke County,IN,46135,KHUF
757,18123,Perry County,IN,47588,KHNB
758,18125,Pike County,IN,47660,KHNB
759,18127,Porter County,IN,46301,KVPZ
760,18129,Posey County,IN,47620,KEHR
761,18131,Pulaski County,IN,47960,KMCX
762,18133,Putnam County,IN,47840,KHUF
763,18135,Randolph County,IN,47355,KMIE
764,18137,Ripley County,IN,47224,KCVG
765,18139,Rush County,IN,46156,KGEZ
766,18141,St. Joseph County,IN,46613,KSBN
767,18143,Scott County,IN,47141,KLOU
768,18145,Shelby County,IN,47240,KBAK
769,18147,Spencer County,IN,47523,KHNB
770,18149,Starke County,IN,46374,KOXI
771,18151,Steuben County,IN,46737,KOEB
772,18153,Sullivan County,IN,47850,KHUF
773,18155,Switzerland County,IN,47224,KCVG
774,18157,Tippecanoe County,IN,47901,KLAF
775,18159,Tipton County,IN,46902,KOKK
776,18161,Union County,IN,47331,KGEZ
777,18163,Vanderburgh County,IN,47633,KEVV
778,18165,Vermillion County,IN,47854,KPRG
779,18167,Vigo County,IN,47802,KHUF
780,18169,Wabash County,IN,46919,KMZZ
781,18171,Warren County,IN,47991,KDNV
782,18173,Warrick County,IN,47660,KHNB
783,18175,Washington County,IN,47108,KBMG
784,18177,Wayne County,IN,47346,KMIE
785,18179,Wells County,IN,46798,KFWA
786,18181,White County,IN,47950,KMCX
787,18183,Whitley County,IN,46725,KFWA
788,19001,Adair County,IA,50002,KADU
789,19003,Adams County,IA,50857,KICL
790,19005,Allamakee County,IA,52170,KPDC
791,19007,Appanoose County,IA,52574,KCNC
792,19009,Audubon County,IA,50117,KADU
793,19011,Benton County,IA,50651,KVTI
794,19013,Black Hawk County,IA,50701,KALO
795,19015,Boone County,IA,50220,KPRO
796,19017,Bremer County,IA,50622,KALO
797,19019,Buchanan County,IA,50651,KVTI
798,19021,Buena Vista County,IA,50568,KSLB
799,19023,Butler County,IA,50433,KMCW
800,19025,Calhoun County,IA,50579,KCIN
801,19027,Carroll County,IA,51466,KCIN
802,19029,Cass County,IA,51532,KRDK
803,19031,Cedar County,IA,52253,KCID
804,19033,Cerro Gordo County,IA,50458,KMCW
805,19035,Cherokee County,IA,51047,KCKP
806,19037,Chickasaw County,IA,52132,KDEH
807,19039,Clarke County,IA,50222,KDSM
808,19041,Clay County,IA,51047,KCKP
809,19043,Clayton County,IA,52035,KPDC
810,19045,Clinton County,IA,52069,KCWI
811,19047,Crawford County,IA,51006,KDNS
812,19049,Dallas County,IA,50063,KPRO
813,19051,Davis County,IA,52560,KFFL
814,19053,Decatur County,IA,50108,KLWD
815,19055,Delaware County,IA,52065,KMXO
816,19057,Des Moines County,IA,52640,KMPZ
817,19059,Dickinson County,IA,51347,KSPW
818,19061,Dubuque County,IA,52033,KMXO
819,19063,Emmet County,IA,51365,KEST
820,19065,Fayette County,IA,50655,KOLZ
821,19067,Floyd County,IA,50458,KMCW
822,19069,Franklin County,IA,50071,KCAV
823,19071,Fremont County,IA,51647,KSDA
824,19073,Greene County,IA,50220,KPRO
825,19075,Grundy County,IA,50638,KMIW
826,19077,Guthrie County,IA,50002,KADU
827,19079,Hamilton County,IA,50236,KAMW
828,19081,Hancock County,IA,50447,KCAV
829,19083,Hardin County,IA,50206,KIFA
830,19085,Harrison County,IA,51550,KTQE
831,19087,Henry County,IA,52656,KFSW
832,19089,Howard County,IA,50628,KCCY
833,19091,Humboldt County,IA,50519,KAXA
834,19093,Ida County,IA,51006,KDNS
835,19095,Iowa County,IA,52361,KCID
836,19097,Jackson County,IA,52069,KCWI
837,19099,Jasper County,IA,50170,KTNU
838,19101,Jefferson County,IA,52641,KMPZ
839,19103,Johnson County,IA,52240,KIOW
840,19105,Jones County,IA,52033,KMXO
841,19107,Keokuk County,IA,50268,KOTM
842,19109,Kossuth County,IA,50480,KAXA
843,19111,Lee County,IA,52656,KFSW
844,19113,Linn County,IA,52213,KVTI
845,19115,Louisa County,IA,52659,KMPZ
846,19117,Lucas County,IA,50060,KCNC
847,19119,Lyon County,IA,51201,KSHL
848,19121,Madison County,IA,50222,KDSM
849,19123,Mahaska County,IA,50268,KOTM
850,19125,Marion County,IA,50170,KTNU
851,19127,Marshall County,IA,50206,KIFA
852,19129,Mills County,IA,51551,KRDK
853,19131,Mitchell County,IA,50458,KMCW
854,19133,Monona County,IA,51572,KDNS
855,19135,Monroe County,IA,52553,KOOA
856,19137,Montgomery County,IA,50857,KICL
857,19139,Muscatine County,IA,52720,KMUT
858,19141,O'Brien County,IA,51201,KSHL
859,19143,Osceola County,IA,51201,KSHL
860,19145,Page County,IA,51647,KSDA
861,19147,Palo Alto County,IA,50546,KAXA
862,19149,Plymouth County,IA,51109,KSUX
863,19151,Pocahontas County,IA,50568,KSLB
864,19153,Polk County,IA,50109,KIKV
865,19155,Pottawattamie County,IA,51525,KRDK
866,19157,Poweshiek County,IA,52339,KGGI
867,19159,Ringgold County,IA,50861,KCSQ
868,19161,Sac County,IA,50568,KSLB
869,19163,Scott County,IA,52748,KDVN
870,19165,Shelby County,IA,51578,KDNS
871,19167,Sioux County,IA,51201,KSHL
872,19169,Story County,IA,50201,KAMW
873,19171,Tama County,IA,50638,KMIW
874,19173,Taylor County,IA,50857,KICL
875,19175,Union County,IA,50861,KCSQ
876,19177,Van Buren County,IA,52570,KFFL
877,19179,Wapello County,IA,52553,KOOA
878,19181,Warren County,IA,50125,KDSM
879,19183,Washington County,IA,52247,KIOW
880,19185,Wayne County,IA,50060,KCNC
881,19187,Webster County,IA,50530,KEBS
882,19189,Winnebago County,IA,50465,KFXY
883,19191,Winneshiek County,IA,52132,KDEH
884,19193,Woodbury County,IA,51006,KDNS
885,19195,Worth County,IA,50440,KMCW
886,19197,Wright County,IA,50071,KCAV
887,20001,Allen County,KS,66749,KFOE
888,20003,Anderson County,KS,66014,KIXD
889,20005,Atchison County,KS,66058,KTOP
890,20007,Barber County,KS,67104,KICT
891,20009,Barton County,KS,67665,KRSL
892,20011,Bourbon County,KS,66738,KIXD
893,20013,Brown County,KS,66094,KFNB
894,20015,Butler County,KS,67042,KEQA
895,20017,Chase County,KS,66869,KEMP
896,20019,Chautauqua County,KS,67344,KIDP
897,20021,Cherokee County,KS,67336,KCFV
898,20023,Cheyenne County,KS,67741,KGLD
899,20025,Clark County,KS,67834,KDDC
900,20027,Clay County,KS,67410,KSLN
901,20029,Cloud County,KS,66935,KCNK
902,20031,Coffey County,KS,66783,KFOE
903,20033,Comanche County,KS,67029,KGCK
904,20035,Cowley County,KS,67005,KWLD
905,20037,Crawford County,KS,66712,KJLN
906,20039,Decatur County,KS,67749,KMCK
907,20041,Dickinson County,KS,66441,KMHK
908,20043,Doniphan County,KS,66094,KFNB
909,20045,Douglas County,KS,66049,KLWC
910,20047,Edwards County,KS,67054,KPTT
911,20049,Elk County,KS,67344,KIDP
912,20051,Ellis County,KS,67640,KRSL
913,20053,Ellsworth County,KS,67423,KSLN
914,20055,Finney County,KS,67851,KGCK
915,20057,Ford County,KS,67834,KDDC
916,20059,Franklin County,KS,66033,KOWI
917,20061,Geary County,KS,66441,KMHK
918,20063,Gove County,KS,67748,KGLD
919,20065,Graham County,KS,67625,KHLC
920,20067,Grant County,KS,67855,KEHA
921,20069,Gray County,KS,67844,KDDC
922,20071,Greeley County,KS,67879,KLAA
923,20073,Greenwood County,KS,66870,KEMP
924,20075,Hamilton County,KS,67857,KGCK
925,20077,Harper County,KS,67009,KICT
926,20079,Harvey County,KS,67117,KEWK
927,20081,Haskell County,KS,67880,KLBL
928,20083,Hodgeman County,KS,67854,KDDC
929,20085,Jackson County,KS,66058,KTOP
930,20087,Jefferson County,KS,66086,KLWC
931,20089,Jewell County,KS,66939,KCNK
932,20091,Johnson County,KS,66083,KIXD
933,20093,Kearny County,KS,67838,KGCK
934,20095,Kingman County,KS,67025,KICT
935,20097,Kiowa County,KS,67054,KPTT
936,20099,Labette County,KS,67336,KCFV
937,20101,Lane County,KS,67839,KGCK
938,20103,Leavenworth County,KS,66086,KLWC
939,20105,Lincoln County,KS,67455,KSLN
940,20107,Linn County,KS,66014,KIXD
941,20109,Logan County,KS,67748,KGLD
942,20111,Lyon County,KS,66868,KEMP
943,20113,McPherson County,KS,67448,KSLN
944,20115,Marion County,KS,66869,KEMP
945,20117,Marshall County,KS,66406,KMYZ
946,20119,Meade County,KS,67869,KLBL
947,20121,Miami County,KS,66083,KIXD
948,20123,Mitchell County,KS,67485,KRSL
949,20125,Montgomery County,KS,67344,KIDP
950,20127,Morris County,KS,66873,KEMP
951,20129,Morton County,KS,67954,KEHA
952,20131,Nemaha County,KS,66521,KMYZ
953,20133,Neosho County,KS,67341,KPPF
954,20135,Ness County,KS,67518,KGCK
955,20137,Norton County,KS,67629,KHLC
956,20139,Osage County,KS,66414,KFOE
957,20141,Osborne County,KS,67473,KRSL
958,20143,Ottawa County,KS,66901,KCNK
959,20145,Pawnee County,KS,67575,KGBD
960,20147,Phillips County,KS,67644,KHLC
961,20149,Pottawatomie County,KS,66547,KMHK
962,20151,Pratt County,KS,67035,KPTT
963,20153,Rawlins County,KS,67749,KMCK
964,20155,Reno County,KS,67025,KICT
965,20157,Republic County,KS,66935,KCNK
966,20159,Rice County,KS,67573,KHUT
967,20161,Riley County,KS,66442,KMHK
968,20163,Rooks County,KS,67659,KHLC
969,20165,Rush County,KS,67575,KGBD
970,20167,Russell County,KS,67665,KRSL
971,20169,Saline County,KS,67448,KSLN
972,20171,Scott County,KS,67851,KGCK
973,20173,Sedgwick County,KS,67025,KICT
974,20175,Seward County,KS,67951,KLBL
975,20177,Shawnee County,KS,66414,KFOE
976,20179,Sheridan County,KS,67757,KHLC
977,20181,Sherman County,KS,67732,KGLD
978,20183,Smith County,KS,66967,KHDE
979,20185,Stafford County,KS,67526,KGBD
980,20187,Stanton County,KS,67855,KEHA
981,20189,Stevens County,KS,67951,KLBL
982,20191,Sumner County,KS,67026,KICT
983,20193,Thomas County,KS,67748,KGLD
984,20195,Trego County,KS,67656,KHLC
985,20197,Wabaunsee County,KS,66431,KFOE
986,20199,Wallace County,KS,67861,KGCK
987,20201,Washington County,KS,66943,KMYZ
988,20203,Wichita County,KS,67861,KGCK
989,20205,Wilson County,KS,66736,KCNU
990,20207,Woodson County,KS,66749,KFOE
991,20209,Wyandotte County,KS,66115,KMKC
992,21001,Adair County,KY,42129,KGLW
993,21003,Allen County,KY,42133,KGLW
994,21005,Anderson County,KY,40046,KFFT
995,21007,Ballard County,KY,42024,KPAH
996,21009,Barren County,KY,42133,KGLW
997,21011,Bath County,KY,40358,KSYM
998,21013,Bell County,KY,40958,KTRI
999,21015,Boone County,KY,41048,KCVG
1000,21017,Bourbon County,KY,40311,KLEX
1001,21019,Boyd County,KY,41102,KHTS
1002,21021,Boyle County,KY,40468,KDVK
1003,21023,Bracken County,KY,41043,KCVG
1004,21025,Breathitt County,KY,41339,KJKL
1005,21027,Breckinridge County,KY,40146,KFTK
1006,21029,Bullitt County,KY,40229,KSDF
1007,21031,Butler County,KY,42101,KBWG
1008,21033,Caldwell County,KY,42211,KHOP
1009,21035,Calloway County,KY,42048,KPAH
1010,21037,Campbell County,KY,41074,KLUK
1011,21039,Carlisle County,KY,42039,KPAH
1012,21041,Carroll County,KY,40075,KFFT
1013,21043,Carter County,KY,41121,KHTS
1014,21045,Casey County,KY,40437,KDVK
1015,21047,Christian County,KY,42215,KHOP
1016,21049,Clark County,KY,40353,KIOB
1017,21051,Clay County,KY,40914,KTRI
1018,21053,Clinton County,KY,42602,KSME
1019,21055,Crittenden County,KY,42038,KHOP
1020,21057,Cumberland County,KY,42129,KGLW
1021,21059,Daviess County,KY,42348,KOWB
1022,21061,Edmonson County,KY,42101,KBWG
1023,21063,Elliott County,KY,41171,KSYM
1024,21065,Estill County,KY,40312,KIOB
1025,21067,Fayette County,KY,40503,KLEX
1026,21069,Fleming County,KY,41056,KFGX
1027,21071,Floyd County,KY,41642,KPBX
1028,21073,Franklin County,KY,40621,KLEX
1029,21075,Fulton County,KY,42041,KPAH
1030,21077,Gallatin County,KY,41045,KCVG
1031,21079,Garrard County,KY,40403,KDVK
1032,21081,Grant County,KY,41097,KCVG
1033,21083,Graves County,KY,42054,KPAH
1034,21085,Grayson County,KY,42726,KGLW
1035,21087,Green County,KY,42716,KFTK
1036,21089,Greenup County,KY,41102,KHTS
1037,21091,Hancock County,KY,42348,KOWB
1038,21093,Hardin County,KY,40051,KFTK
1039,21095,Harlan County,KY,40927,KTRI
1040,21097,Harrison County,KY,40311,KLEX
1041,21099,Hart County,KY,42729,KGLW
1042,21101,Henderson County,KY,42419,KEHR
1043,21103,Henry County,KY,40019,KFFT
1044,21105,Hickman County,KY,42041,KPAH
1045,21107,Hopkins County,KY,42445,KHOP
1046,21109,Jackson County,KY,40481,KLOZ
1047,21111,Jefferson County,KY,40269,KSDF
1048,21113,Jessamine County,KY,40383,KLEX
1049,21115,Johnson County,KY,41255,KHTS
1050,21117,Kenton County,KY,41017,KCVG
1051,21119,Knott County,KY,41339,KJKL
1052,21121,Knox County,KY,40903,KTYS
1053,21123,Larue County,KY,40051,KFTK
1054,21125,Laurel County,KY,40740,KLOZ
1055,21127,Lawrence County,KY,41124,KSJS
1056,21129,Lee County,KY,41339,KJKL
1057,21131,Leslie County,KY,40858,KTRI
1058,21133,Letcher County,KY,41833,KLNP
1059,21135,Lewis County,KY,41056,KFGX
1060,21137,Lincoln County,KY,40437,KDVK
1061,21139,Livingston County,KY,42081,KPAH
1062,21141,Logan County,KY,42265,KBWG
1063,21143,Lyon County,KY,42038,KHOP
1064,21145,McCracken County,KY,42001,KPAH
1065,21147,McCreary County,KY,40769,KBYL
1066,21149,McLean County,KY,42352,KOWB
1067,21151,Madison County,KY,40403,KDVK
1068,21153,Magoffin County,KY,41464,KJKL
1069,21155,Marion County,KY,40037,KFTK
1070,21157,Marshall County,KY,42048,KPAH
1071,21159,Martin County,KY,41267,KSJS
1072,21161,Mason County,KY,41044,KFGX
1073,21163,Meade County,KY,40146,KFTK
1074,21165,Menifee County,KY,40346,KIOB
1075,21167,Mercer County,KY,40468,KDVK
1076,21169,Metcalfe County,KY,42166,KGLW
1077,21171,Monroe County,KY,42140,KGLW
1078,21173,Montgomery County,KY,40353,KIOB
1079,21175,Morgan County,KY,41421,KSYM
1080,21177,Muhlenberg County,KY,42367,KOWB
1081,21179,Nelson County,KY,40051,KFTK
1082,21181,Nicholas County,KY,40311,KLEX
1083,21183,Ohio County,KY,42354,KOWB
1084,21185,Oldham County,KY,40241,KLOU
1085,21187,Owen County,KY,41046,KCVG
1086,21189,Owsley County,KY,41311,KJKL
1087,21191,Pendleton County,KY,41097,KCVG
1088,21193,Perry County,KY,41339,KJKL
1089,21195,Pike County,KY,41519,KPBX
1090,21197,Powell County,KY,40376,KIOB
1091,21199,Pulaski County,KY,40409,KDVK
1092,21201,Robertson County,KY,41031,KLEX
1093,21203,Rockcastle County,KY,40403,KDVK
1094,21205,Rowan County,KY,40317,KSYM
1095,21207,Russell County,KY,42642,KSME
1096,21209,Scott County,KY,40370,KFFT
1097,21211,Shelby County,KY,40019,KFFT
1098,21213,Simpson County,KY,42104,KBWG
1099,21215,Spencer County,KY,40046,KFFT
1100,21217,Taylor County,KY,42716,KFTK
1101,21219,Todd County,KY,42265,KBWG
1102,21221,Trigg County,KY,42038,KHOP
1103,21223,Trimble County,KY,40006,KLOU
1104,21225,Union County,KY,42459,KEHR
1105,21227,Warren County,KY,42101,KBWG
1106,21229,Washington County,KY,40468,KDVK
1107,21231,Wayne County,KY,42642,KSME
1108,21233,Webster County,KY,42437,KEHR
1109,21235,Whitley County,KY,40769,KBYL
1110,21237,Wolfe County,KY,41311,KJKL
1111,21239,Woodford County,KY,40383,KLEX
1112,22001,Acadia Parish,LA,70543,KLFT
1113,22003,Allen Parish,LA,70640,KLCH
1114,22005,Ascension Parish,LA,70346,KBTR
1115,22007,Assumption Parish,LA,70346,KBTR
1116,22009,Avoyelles Parish,LA,71362,KESF
1117,22011,Beauregard Parish,LA,70653,KDRI
1118,22013,Bienville Parish,LA,71070,KIER
1119,22015,Bossier Parish,LA,71006,KDTN
1120,22017,Caddo Parish,LA,71103,KDTN
1121,22019,Calcasieu Parish,LA,70605,KLCH
1122,22021,Caldwell Parish,LA,71465,KESF
1123,22023,Cameron Parish,LA,70630,KLCH
1124,22025,Catahoula Parish,LA,71340,KMLU
1125,22027,Claiborne Parish,LA,71256,KELD
1126,22029,Concordia Parish,LA,71373,KAEX
1127,22031,De Soto Parish,LA,71063,KIER
1128,22033,East Baton Rouge Parish,LA,70805,KBTR
1129,22035,East Carroll Parish,LA,71254,KTVR
1130,22037,East Feliciana Parish,LA,70748,KHZR
1131,22039,Evangeline Parish,LA,70580,KACP
1132,22041,Franklin Parish,LA,71269,KMLU
1133,22043,Grant Parish,LA,71360,KESF
1134,22045,Iberia Parish,LA,70560,KARA
1135,22047,Iberville Parish,LA,70346,KBTR
1136,22049,Jackson Parish,LA,71238,KRSN
1137,22051,Jefferson Parish,LA,70058,KNBG
1138,22053,Jefferson Davis Parish,LA,70591,KLCH
1139,22055,Lafayette Parish,LA,70517,KLFT
1140,22057,Lafourche Parish,LA,70374,KHUM
1141,22059,La Salle Parish,LA,71479,KESF
1142,22061,Lincoln Parish,LA,71275,KRSN
1143,22063,Livingston Parish,LA,70706,KBTR
1144,22065,Madison Parish,LA,71233,KTVR
1145,22067,Morehouse Parish,LA,71280,KMLU
1146,22069,Natchitoches Parish,LA,71070,KIER
1147,22071,Orleans Parish,LA,70121,KMSY
1148,22073,Ouachita Parish,LA,71202,KMLU
1149,22075,Plaquemines Parish,LA,70041,KMSY
1150,22077,Pointe Coupee Parish,LA,70749,KHZR
1151,22079,Rapides Parish,LA,71438,KAEX
1152,22081,Red River Parish,LA,71115,KSHV
1153,22083,Richland Parish,LA,71269,KMLU
1154,22085,Sabine Parish,LA,71429,KIER
1155,22087,St. Bernard Parish,LA,70092,KNBG
1156,22089,St. Charles Parish,LA,70087,KMSY
1157,22091,St. Helena Parish,LA,70706,KBTR
1158,22093,St. James Parish,LA,70346,KBTR
1159,22095,St. John the Baptist Parish,LA,70084,KMSY
1160,22097,St. Landry Parish,LA,71362,KESF
1161,22099,St. Martin Parish,LA,70517,KLFT
1162,22101,St. Mary Parish,LA,70540,KPTN
1163,22103,St. Tammany Parish,LA,70420,KASD
1164,22105,Tangipahoa Parish,LA,70454,KHDC
1165,22107,Tensas Parish,LA,71334,KAEX
1166,22109,Terrebonne Parish,LA,70360,KHUM
1167,22111,Union Parish,LA,71280,KMLU
1168,22113,Vermilion Parish,LA,70560,KARA
1169,22115,Vernon Parish,LA,71429,KIER
1170,22117,Washington Parish,LA,70444,KMCB
1171,22119,Webster Parish,LA,71075,KMNE
1172,22121,West Baton Rouge Parish,LA,70773,KHZR
1173,22123,West Carroll Parish,LA,71263,KBQP
1174,22125,West Feliciana Parish,LA,70748,KHZR
1175,22127,Winn Parish,LA,71070,KIER
1176,23001,Androscoggin County,ME,4212,KAUG
1177,23003,Aroostook County,ME,4487,KHUL
1178,23005,Cumberland County,ME,4062,KPWM
1179,23007,Franklin County,ME,4984,KAUG
1180,23009,Hancock County,ME,4616,KBHB
1181,23011,Kennebec County,ME,4345,KAUG
1182,23013,Knox County,ME,4856,KRKD
1183,23015,Lincoln County,ME,4539,KRKD
1184,23017,Oxford County,ME,4220,KAUG
1185,23019,Penobscot County,ME,4487,KHUL
1186,23021,Piscataquis County,ME,4426,KBGR
1187,23023,Sagadahoc County,ME,4345,KAUG
1188,23025,Somerset County,ME,4942,KBGR
1189,23027,Waldo County,ME,4438,KBGR
1190,23029,Washington County,ME,4619,CYFC
1191,23031,York County,ME,3901,KPSM
1192,24001,Allegany County,MD,21529,KCBE
1193,24003,Anne Arundel County,MD,20779,KADW
1194,24005,Baltimore County,MD,21043,KBWI
1195,24009,Calvert County,MD,20678,KDCA
1196,24011,Caroline County,MD,21636,KDOV
1197,24013,Carroll County,MD,21757,KFDK
1198,24015,Cecil County,MD,21914,KILG
1199,24017,Charles County,MD,20693,KNYG
1200,24019,Dorchester County,MD,21613,KNHK
1201,24021,Frederick County,MD,20842,KFDK
1202,24023,Garrett County,MD,21531,KMGW
1203,24025,Harford County,MD,21014,KMTN
1204,24027,Howard County,MD,21043,KBWI
1205,24029,Kent County,MD,21645,KMTN
1206,24031,Montgomery County,MD,20815,KCGS
1207,24033,Prince George's County,MD,20705,KCGS
1208,24035,Queen Anne's County,MD,21619,KBWI
1209,24037,St. Mary's County,MD,20634,KDCA
1210,24039,Somerset County,MD,21817,KWAL
1211,24041,Talbot County,MD,21601,KBWI
1212,24043,Washington County,MD,21783,KHGR
1213,24045,Wicomico County,MD,21802,KSBY
1214,24047,Worcester County,MD,21872,KOXB
1215,24510,Baltimore city,MD,21202,KBWI
1216,25001,Barnstable County,MA,2642,KHYA
1217,25003,Berkshire County,MA,1026,KBDL
1218,25005,Bristol County,MA,2762,KPVD
1219,25007,Dukes County,MA,2535,KMVY
1220,25009,Essex County,MA,1810,KBOS
1221,25011,Franklin County,MA,1376,KORH
1222,25013,Hampden County,MA,1085,KBDL
1223,25015,Hampshire County,MA,1026,KBDL
1224,25017,Middlesex County,MA,1462,KORH
1225,25019,Nantucket County,MA,2584,KACK
1226,25021,Norfolk County,MA,2026,KBOS
1227,25023,Plymouth County,MA,2738,KEWB
1228,25025,Suffolk County,MA,2026,KBOS
1229,25027,Worcester County,MA,1436,KORH
1230,26001,Alcona County,MI,48728,KAPN
1231,26003,Alger County,MI,49891,KSAW
1232,26005,Allegan County,MI,49080,KAZO
1233,26007,Alpena County,MI,49744,KAPN
1234,26009,Antrim County,MI,49729,KCVX
1235,26011,Arenac County,MI,48650,KIKW
1236,26013,Baraga County,MI,49946,KCMX
1237,26015,Barry County,MI,48849,KGRR
1238,26017,Bay County,MI,48642,KIKW
1239,26019,Benzie County,MI,49617,KTVC
