,FIPs,County,State,Zip_Code,Station
1240,26021,Berrien County,MI,49120,KSBN
1241,26023,Branch County,MI,49040,KIRS
1242,26025,Calhoun County,MI,49224,KRMY
1243,26027,Cass County,MI,49031,KEKM
1244,26029,Charlevoix County,MI,49729,KCVX
1245,26031,Cheboygan County,MI,49769,KPLN
1246,26033,Chippewa County,MI,49783,CYAM
1247,26035,Clare County,MI,48632,KMOP
1248,26037,Clinton County,MI,48840,KLAN
1249,26039,Crawford County,MI,48653,KHTL
1250,26041,Delta County,MI,49837,KESC
1251,26043,Dickinson County,MI,49801,KIMT
1252,26045,Eaton County,MI,48849,KGRR
1253,26047,Emmet County,MI,49769,KPLN
1254,26049,Genesee County,MI,48462,KPTK
1255,26051,Gladwin County,MI,48624,KHTL
1256,26053,Gogebic County,MI,49938,KIWD
1257,26055,Grand Traverse County,MI,49686,KTVC
1258,26057,Gratiot County,MI,48811,KAMN
1259,26059,Hillsdale County,MI,49262,KJYM
1260,26061,Houghton County,MI,49931,KCMX
1261,26063,Huron County,MI,48413,KBAX
1262,26065,Ingham County,MI,49285,KTEW
1263,26067,Ionia County,MI,48849,KGRR
1264,26069,Iosco County,MI,48750,KOSC
1265,26071,Iron County,MI,49967,KLNL
1266,26073,Isabella County,MI,48632,KMOP
1267,26075,Jackson County,MI,49224,KRMY
1268,26077,Kalamazoo County,MI,49004,KAZO
1269,26079,Kalkaska County,MI,49690,KTVC
1270,26081,Kent County,MI,49323,KGRR
1271,26083,Keweenaw County,MI,49901,KCMX
1272,26085,Lake County,MI,49677,KRQB
1273,26087,Lapeer County,MI,48014,CYZR
1274,26089,Leelanau County,MI,49650,KTVC
1275,26091,Lenawee County,MI,49267,KDUH
1276,26093,Livingston County,MI,48137,KOZW
1277,26095,Luce County,MI,49853,KERY
1278,26097,Mackinac County,MI,49762,KERY
1279,26099,Macomb County,MI,48021,KDET
1280,26101,Manistee County,MI,49638,KCAD
1281,26103,Marquette County,MI,49814,KSAW
1282,26105,Mason County,MI,49449,KLDM
1283,26107,Mecosta County,MI,49310,KMOP
1284,26109,Menominee County,MI,49847,KIMT
1285,26111,Midland County,MI,48642,KIKW
1286,26113,Missaukee County,MI,49651,KCAD
1287,26115,Monroe County,MI,49267,KDUH
1288,26117,Montcalm County,MI,48888,KAMN
1289,26119,Montmorency County,MI,49709,KGLR
1290,26121,Muskegon County,MI,49437,KMKG
1291,26123,Newaygo County,MI,49329,KRQB
1292,26125,Oakland County,MI,48178,KYIP
1293,26127,Oceana County,MI,49437,KMKG
1294,26129,Ogemaw County,MI,48624,KHTL
1295,26131,Ontonagon County,MI,49948,KCMX
1296,26133,Osceola County,MI,48632,KMOP
1297,26135,Oscoda County,MI,48728,KAPN
1298,26137,Otsego County,MI,49797,KMCD
1299,26139,Ottawa County,MI,49323,KGRR
1300,26141,Presque Isle County,MI,49759,KSLH
1301,26143,Roscommon County,MI,48629,KHTL
1302,26145,Saginaw County,MI,48420,KFNT
1303,26147,St. Clair County,MI,48022,KPHN
1304,26149,St. Joseph County,MI,49040,KIRS
1305,26151,Sanilac County,MI,48427,KBAX
1306,26153,Schoolcraft County,MI,49817,KISQ
1307,26155,Shiawassee County,MI,48476,KRNP
1308,26157,Tuscola County,MI,48420,KFNT
1309,26159,Van Buren County,MI,49043,KLWA
1310,26161,Washtenaw County,MI,48137,KOZW
1311,26163,Wayne County,MI,48124,KDTW
1312,26165,Wexford County,MI,49618,KCAD
1313,27001,Aitkin County,MN,55798,KCOQ
1314,27003,Anoka County,MN,55014,KANE
1315,27005,Becker County,MN,56570,KPKD
1316,27007,Beltrami County,MN,56678,KBJI
1317,27009,Benton County,MN,56379,KSTC
1318,27011,Big Stone County,MN,56219,KABR
1319,27013,Blue Earth County,MN,56090,KJYG
1320,27015,Brown County,MN,55333,KRWF
1321,27017,Carlton County,MN,55798,KCOQ
1322,27019,Carver County,MN,55331,KFCM
1323,27021,Cass County,MN,56636,KGPZ
1324,27023,Chippewa County,MN,56295,KMVE
1325,27025,Chisago County,MN,55069,KROS
1326,27027,Clay County,MN,56584,KFSE
1327,27029,Clearwater County,MN,56678,KBJI
1328,27031,Cook County,MN,55612,CYQT
1329,27033,Cottonwood County,MN,56180,KMML
1330,27035,Crow Wing County,MN,56364,KLXL
1331,27037,Dakota County,MN,55306,KLVN
1332,27039,Dodge County,MN,55944,KTOB
1333,27041,Douglas County,MN,56343,KAXN
1334,27043,Faribault County,MN,56098,KFRM
1335,27045,Fillmore County,MN,55975,KFKA
1336,27047,Freeborn County,MN,56016,KAEL
1337,27049,Goodhue County,MN,55992,KSYN
1338,27051,Grant County,MN,56531,KFAR
1339,27053,Hennepin County,MN,55107,KSTP
1340,27055,Houston County,MN,55931,KDEH
1341,27057,Hubbard County,MN,56678,KBJI
1342,27059,Isanti County,MN,56353,KPNM
1343,27061,Itasca County,MN,55771,KORB
1344,27063,Jackson County,MN,56159,KMWM
1345,27065,Kanabec County,MN,56353,KPNM
1346,27067,Kandiyohi County,MN,56312,KPEX
1347,27069,Kittson County,MN,56755,KHCO
1348,27071,Koochiching County,MN,55771,KORB
1349,27073,Lac qui Parle County,MN,56223,KGDB
1350,27075,Lake County,MN,55614,KDLH
1351,27077,Lake of the Woods County,MN,56711,KRRT
1352,27079,Le Sueur County,MN,56096,KACQ
1353,27081,Lincoln County,MN,56264,KMML
1354,27083,Lyon County,MN,56264,KMML
1355,27085,McLeod County,MN,55312,KHCD
1356,27087,Mahnomen County,MN,56651,KFSE
1357,27089,Marshall County,MN,56727,KTVF
1358,27091,Martin County,MN,56098,KFRM
1359,27093,Meeker County,MN,55353,KMGG
1360,27095,Mille Lacs County,MN,56353,KPNM
1361,27097,Morrison County,MN,56353,KPNM
1362,27099,Mower County,MN,55926,KAUM
1363,27101,Murray County,MN,56180,KMML
1364,27103,Nicollet County,MN,56054,KULM
1365,27105,Nobles County,MN,56158,KLYV
1366,27107,Norman County,MN,56584,KFSE
1367,27109,Olmsted County,MN,55906,KRST
1368,27111,Otter Tail County,MN,56527,KADC
1369,27113,Pennington County,MN,56748,KTVF
1370,27115,Pine County,MN,55063,KROS
1371,27117,Pipestone County,MN,56170,KPQN
1372,27119,Polk County,MN,56721,KGFK
1373,27121,Pope County,MN,56226,KBBB
1374,27123,Ramsey County,MN,55106,KSTP
1375,27125,Red Lake County,MN,56742,KTVF
1376,27127,Redwood County,MN,56180,KMML
1377,27129,Renville County,MN,55310,KOVL
1378,27131,Rice County,MN,56096,KACQ
1379,27133,Rock County,MN,56158,KLYV
1380,27135,Roseau County,MN,56726,KROX
1381,27137,St. Louis County,MN,55765,KHIB
1382,27139,Scott County,MN,55337,KMSP
1383,27141,Sherburne County,MN,56379,KSTC
1384,27143,Sibley County,MN,55312,KHCD
1385,27145,Stearns County,MN,55353,KMGG
1386,27147,Steele County,MN,55060,KOWA
1387,27149,Stevens County,MN,56323,KMOX
1388,27151,Swift County,MN,56226,KBBB
1389,27153,Todd County,MN,56481,KSAZ
1390,27155,Traverse County,MN,56219,KABR
1391,27157,Wabasha County,MN,55906,KRST
1392,27159,Wadena County,MN,56481,KSAZ
1393,27161,Waseca County,MN,56096,KACQ
1394,27163,Washington County,MN,55071,KSGS
1395,27165,Watonwan County,MN,56159,KMWM
1396,27167,Wilkin County,MN,56565,KFAR
1397,27169,Winona County,MN,55952,KONA
1398,27171,Wright County,MN,55363,KCFE
1399,27173,Yellow Medicine County,MN,56264,KMML
1400,28001,Adams County,MS,39121,KBTR
1401,28003,Alcorn County,MS,38846,KCRX
1402,28005,Amite County,MS,39638,KMCB
1403,28007,Attala County,MS,39051,KMBO
1404,28009,Benton County,MS,38635,KUOX
1405,28011,Bolivar County,MS,38769,KRNV
1406,28013,Calhoun County,MS,38951,KUOX
1407,28015,Carroll County,MS,38954,KGWO
1408,28017,Chickasaw County,MS,38868,KTUP
1409,28019,Choctaw County,MS,39752,KSTF
1410,28021,Claiborne County,MS,39144,KVKS
1411,28023,Clarke County,MS,39363,KMEI
1412,28025,Clay County,MS,39741,KSTF
1413,28027,Coahoma County,MS,38626,KUTA
1414,28029,Copiah County,MS,39191,KMCB
1415,28031,Covington County,MS,39119,KPIB
1416,28033,DeSoto County,MS,38686,KMEM
1417,28035,Forrest County,MS,39403,KHBG
1418,28037,Franklin County,MS,39647,KMCB
1419,28039,George County,MS,39456,KHBG
1420,28041,Greene County,MS,39456,KHBG
1421,28043,Grenada County,MS,38925,KGTR
1422,28045,Hancock County,MS,39556,KGPT
1423,28047,Harrison County,MS,39560,KGPT
1424,28049,Hinds County,MS,39066,KVKS
1425,28051,Holmes County,MS,38954,KGWO
1426,28053,Humphreys County,MS,38753,KGLH
1427,28055,Issaquena County,MS,39159,KTVR
1428,28057,Itawamba County,MS,38849,KTUP
1429,28059,Jackson County,MS,39553,KPQL
1430,28061,Jasper County,MS,39443,KLUL
1431,28063,Jefferson County,MS,39069,KHEZ
1432,28065,Jefferson Davis County,MS,39119,KPIB
1433,28067,Jones County,MS,39443,KLUL
1434,28069,Kemper County,MS,39320,KNMM
1435,28071,Lafayette County,MS,38619,KUOX
1436,28073,Lamar County,MS,39401,KHBG
1437,28075,Lauderdale County,MS,39320,KNMM
1438,28077,Lawrence County,MS,39191,KMCB
1439,28079,Leake County,MS,39051,KMBO
1440,28081,Lee County,MS,38849,KTUP
1441,28083,Leflore County,MS,38954,KGWO
1442,28085,Lincoln County,MS,39647,KMCB
1443,28087,Lowndes County,MS,39705,KCBM
1444,28089,Madison County,MS,39051,KMBO
1445,28091,Marion County,MS,39667,KMCB
1446,28093,Marshall County,MS,38635,KUOX
1447,28095,Monroe County,MS,38848,KTUP
1448,28097,Montgomery County,MS,39747,KGTR
1449,28099,Neshoba County,MS,39051,KMBO
1450,28101,Newton County,MS,39365,KMEI
1451,28103,Noxubee County,MS,39361,KNMM
1452,28105,Oktibbeha County,MS,39752,KSTF
1453,28107,Panola County,MS,38927,KUOX
1454,28109,Pearl River County,MS,39426,KBXA
1455,28111,Perry County,MS,39456,KHBG
1456,28113,Pike County,MS,39652,KMCB
1457,28115,Pontotoc County,MS,38868,KTUP
1458,28117,Prentiss County,MS,38873,KCRX
1459,28119,Quitman County,MS,38646,KCKM
1460,28121,Rankin County,MS,39218,KJAN
1461,28123,Scott County,MS,39365,KMEI
1462,28125,Sharkey County,MS,38721,KGLH
1463,28127,Simpson County,MS,39082,KJAN
1464,28129,Smith County,MS,39116,KLUL
1465,28131,Stone County,MS,39561,KGPT
1466,28133,Sunflower County,MS,38753,KGLH
1467,28135,Tallahatchie County,MS,38927,KUOX
1468,28137,Tate County,MS,38635,KUOX
1469,28139,Tippah County,MS,38674,KCRX
1470,28141,Tishomingo County,MS,38852,KCRX
1471,28143,Tunica County,MS,38626,KUTA
1472,28145,Union County,MS,38849,KTUP
1473,28147,Walthall County,MS,39652,KMCB
1474,28149,Warren County,MS,39181,KJAN
1475,28151,Washington County,MS,38721,KGLH
1476,28153,Wayne County,MS,39443,KLUL
1477,28155,Webster County,MS,39752,KSTF
1478,28157,Wilkinson County,MS,39638,KMCB
1479,28159,Winston County,MS,39350,KNMM
1480,28161,Yalobusha County,MS,38927,KUOX
1481,28163,Yazoo County,MS,39162,KHKS
1482,29001,Adair County,MO,63501,KIRK
1483,29003,Andrew County,MO,64455,KSTJ
1484,29005,Atchison County,MO,64491,KSDA
1485,29007,Audrain County,MO,65231,KCOU
1486,29009,Barry County,MO,65656,KBBG
1487,29011,Barton County,MO,64855,KJLN
1488,29013,Bates County,MO,64780,KDMO
1489,29015,Benton County,MO,65338,KDMO
1490,29017,Bollinger County,MO,63787,KPOF
1491,29019,Boone County,MO,65202,KCOU
1492,29021,Buchanan County,MO,64439,KMCI
1493,29023,Butler County,MO,63962,KPOF
1494,29025,Caldwell County,MO,64465,KGPH
1495,29027,Callaway County,MO,65202,KCOU
1496,29029,Camden County,MO,65536,KAIZ
1497,29031,Cape Girardeau County,MO,63732,KMDH
1498,29033,Carroll County,MO,64643,KIRK
1499,29035,Carter County,MO,63965,KPOF
1500,29037,Cass County,MO,64078,KOJC
1501,29039,Cedar County,MO,65601,KSGF
1502,29041,Chariton County,MO,64676,KIRK
1503,29043,Christian County,MO,65714,KSGF
1504,29045,Clark County,MO,63445,KEOK
1505,29047,Clay County,MO,64116,KMKC
1506,29049,Clinton County,MO,64465,KGPH
1507,29051,Cole County,MO,65105,KCOU
1508,29053,Cooper County,MO,65233,KVER
1509,29055,Crawford County,MO,65559,KVIH
1510,29057,Dade County,MO,65601,KSGF
1511,29059,Dallas County,MO,65536,KAIZ
1512,29061,Daviess County,MO,64689,KMCI
1513,29063,DeKalb County,MO,64422,KSTJ
1514,29065,Dent County,MO,63638,KFAM
1515,29067,Douglas County,MO,65720,KSGF
1516,29069,Dunklin County,MO,63857,KTKX
1517,29071,Franklin County,MO,63055,KFYG
1518,29073,Gasconade County,MO,65559,KVIH
1519,29075,Gentry County,MO,64441,KLWD
1520,29077,Greene County,MO,65890,KSGF
1521,29079,Grundy County,MO,64641,KIRK
1522,29081,Harrison County,MO,64458,KLWD
1523,29083,Henry County,MO,64740,KGLY
1524,29085,Hickory County,MO,65668,KAIZ
1525,29087,Holt County,MO,64466,KFNB
1526,29089,Howard County,MO,65279,KCOU
1527,29091,Howell County,MO,65793,KUNO
1528,29093,Iron County,MO,63624,KFAM
1529,29095,Jackson County,MO,64137,KLXT
1530,29097,Jasper County,MO,64855,KJLN
1531,29099,Jefferson County,MO,63051,KSUS
1532,29101,Johnson County,MO,64076,KMCI
1533,29103,Knox County,MO,63530,KIRK
1534,29105,Laclede County,MO,65536,KAIZ
1535,29107,Lafayette County,MO,64076,KMCI
1536,29109,Lawrence County,MO,64873,KHFJ
1537,29111,Lewis County,MO,63447,KIRK
1538,29113,Lincoln County,MO,63381,KFYG
1539,29115,Linn County,MO,64653,KIRK
1540,29117,Livingston County,MO,64643,KIRK
1541,29119,McDonald County,MO,64850,KHFJ
1542,29121,Macon County,MO,63552,KIRK
1543,29123,Madison County,MO,63620,KFAM
1544,29125,Maries County,MO,65559,KVIH
1545,29127,Marion County,MO,63456,KHAE
1546,29129,Mercer County,MO,64673,KLWD
1547,29131,Miller County,MO,65452,KAIZ
1548,29133,Mississippi County,MO,63845,KCGI
1549,29135,Moniteau County,MO,65011,KAIZ
1550,29137,Monroe County,MO,65260,KIRK
1551,29139,Montgomery County,MO,63381,KFYG
1552,29141,Morgan County,MO,65011,KAIZ
1553,29143,New Madrid County,MO,63867,KCGI
1554,29145,Newton County,MO,64850,KHFJ
1555,29147,Nodaway County,MO,64461,KSDA
1556,29149,Oregon County,MO,65606,KUNO
1557,29151,Osage County,MO,65035,KVIH
1558,29153,Ozark County,MO,65626,KUNO
1559,29155,Pemiscot County,MO,63857,KTKX
1560,29157,Perry County,MO,63746,KMDH
1561,29159,Pettis County,MO,65340,KDMO
1562,29161,Phelps County,MO,65559,KVIH
1563,29163,Pike County,MO,63339,KHAE
1564,29165,Platte County,MO,64439,KMCI
1565,29167,Polk County,MO,65622,KSGF
1566,29169,Pulaski County,MO,65473,KVIH
1567,29171,Putnam County,MO,63560,KIRK
1568,29173,Ralls County,MO,63456,KHAE
1569,29175,Randolph County,MO,65260,KIRK
1570,29177,Ray County,MO,64671,KGPH
1571,29179,Reynolds County,MO,63638,KFAM
1572,29181,Ripley County,MO,63955,KPOF
1573,29183,St. Charles County,MO,63385,KSUS
1574,29185,St. Clair County,MO,64780,KDMO
1575,29186,Ste. Genevieve County,MO,63627,KFAM
1576,29187,St. Francois County,MO,63624,KFAM
1577,29189,St. Louis County,MO,63074,KSTL
1578,29195,Saline County,MO,65340,KDMO
1579,29197,Schuyler County,MO,63535,KIRK
1580,29199,Scotland County,MO,63543,KEOK
1581,29201,Scott County,MO,63735,KCGI
1582,29203,Shannon County,MO,65438,KUNO
1583,29205,Shelby County,MO,63450,KIRK
1584,29207,Stoddard County,MO,63735,KCGI
1585,29209,Stone County,MO,65714,KSGF
1586,29211,Sullivan County,MO,64641,KIRK
1587,29213,Taney County,MO,65615,KBBG
1588,29215,Texas County,MO,65793,KUNO
1589,29217,Vernon County,MO,64767,KJLN
1590,29219,Warren County,MO,63381,KFYG
1591,29221,Washington County,MO,63624,KFAM
1592,29223,Wayne County,MO,63638,KFAM
1593,29225,Webster County,MO,65706,KSGF
1594,29227,Worth County,MO,64486,KLWD
1595,29229,Wright County,MO,65470,KAIZ
1596,29510,St. Louis city,MO,63105,KSTL
1597,30001,Beaverhead County,MT,59739,KWYS
1598,30003,Big Horn County,MT,59101,KBIL
1599,30005,Blaine County,MT,59526,KGGW
1600,30007,Broadwater County,MT,59635,KHLN
1601,30009,Carbon County,MT,59008,KCOD
1602,30011,Carter County,MT,59311,KGCC
1603,30013,Cascade County,MT,59405,KGFA
1604,30015,Chouteau County,MT,59460,KGTF
1605,30017,Custer County,MT,59301,KMLS
1606,30019,Daniels County,MT,59253,KOLF
1607,30021,Dawson County,MT,59339,KSDY
1608,30023,Deer Lodge County,MT,59701,KBTM
1609,30025,Fallon County,MT,59344,KBHK
1610,30027,Fergus County,MT,59462,KGTF
1611,30029,Flathead County,MT,59917,KJDN
1612,30031,Gallatin County,MT,59086,KLVM
1613,30033,Garfield County,MT,59337,KJDN
1614,30035,Glacier County,MT,59417,KGPI
1615,30037,Golden Valley County,MT,59072,KRPX
1616,30039,Granite County,MT,59858,KMSO
1617,30041,Hill County,MT,59520,KGTF
1618,30043,Jefferson County,MT,59635,KHLN
1619,30045,Judith Basin County,MT,59462,KGTF
1620,30047,Lake County,MT,59931,KGPI
1621,30049,Lewis and Clark County,MT,59635,KHLN
1622,30051,Liberty County,MT,59545,KHLN
1623,30053,Lincoln County,MT,59917,KHLN
1624,30055,McCone County,MT,59315,KGDV
1625,30057,Madison County,MT,59721,KBZN
1626,30059,Meagher County,MT,59086,KLVM
1627,30061,Mineral County,MT,59830,KMSO
1628,30063,Missoula County,MT,59801,KMSO
1629,30065,Musselshell County,MT,59072,KRPX
1630,30067,Park County,MT,59047,KLVM
1631,30069,Petroleum County,MT,59084,KBIL
1632,30071,Phillips County,MT,59538,KGGW
1633,30073,Pondera County,MT,59425,KGTF
1634,30075,Powder River County,MT,59314,KGCC
1635,30077,Powell County,MT,59854,KMSO
1636,30079,Prairie County,MT,59339,KSDY
1637,30081,Ravalli County,MT,59840,KMSO
1638,30083,Richland County,MT,59221,KSDY
1639,30085,Roosevelt County,MT,59212,KSDY
1640,30087,Rosebud County,MT,59323,KMLS
1641,30089,Sanders County,MT,59821,KMSO
1642,30091,Sheridan County,MT,59252,KOLF
1643,30093,Silver Bow County,MT,59701,KBTM
1644,30095,Stillwater County,MT,59011,KLVM
1645,30097,Sweet Grass County,MT,59011,KLVM
1646,30099,Teton County,MT,59422,KGTF
1647,30101,Toole County,MT,59466,KGTF
1648,30103,Treasure County,MT,59038,KRPX
1649,30105,Valley County,MT,59248,KGGW
1650,30107,Wheatland County,MT,59078,KRPX
1651,30109,Wibaux County,MT,59353,KSDY
1652,30111,Yellowstone County,MT,59101,KBIL
1653,31001,Adams County,NE,68955,KHSI
1654,31003,Antelope County,NE,68781,KOFK
1655,31005,Arthur County,NE,69121,KOGA
1656,31007,Banner County,NE,69156,KIBM
1657,31009,Blaine County,NE,68833,KTIF
1658,31011,Boone County,NE,68781,KOFK
1659,31013,Box Butte County,NE,69301,KAIA
1660,31015,Boyd County,NE,68746,KONL
1661,31017,Brown County,NE,68714,KANW
1662,31019,Buffalo County,NE,68847,KEAR
1663,31021,Burt County,NE,68029,KTQE
1664,31023,Butler County,NE,68036,KOLU
1665,31025,Cass County,NE,68349,KPMV
1666,31027,Cedar County,NE,68745,KLCG
1667,31029,Chase County,NE,69027,KIML
1668,31031,Cherry County,NE,69343,KIEN
1669,31033,Cheyenne County,NE,69156,KIBM
1670,31035,Clay County,NE,68436,KHJH
1671,31037,Colfax County,NE,68601,KOLU
1672,31039,Cuming County,NE,68047,KLCG
1673,31041,Custer County,NE,68825,KBBW
1674,31043,Dakota County,NE,68030,KSUX
1675,31045,Dawes County,NE,69348,KAIA
1676,31047,Dawson County,NE,69029,KLXN
1677,31049,Deuel County,NE,69129,KSNY
1678,31051,Dixon County,NE,68745,KLCG
1679,31053,Dodge County,NE,68063,KTQE
1680,31055,Douglas County,NE,68118,KMLE
1681,31057,Dundy County,NE,69037,KIML
1682,31059,Fillmore County,NE,68436,KHJH
1683,31061,Franklin County,NE,68972,KHDE
1684,31063,Frontier County,NE,69029,KLXN
1685,31065,Furnas County,NE,68922,KHDE
1686,31067,Gage County,NE,68309,KBIE
1687,31069,Garden County,NE,69129,KSNY
1688,31071,Garfield County,NE,68725,KONL
1689,31073,Gosper County,NE,68922,KHDE
1690,31075,Grant County,NE,69350,KAIA
1691,31077,Greeley County,NE,68835,KODX
1692,31079,Hall County,NE,68955,KHSI
1693,31081,Hamilton County,NE,68654,KJYR
1694,31083,Harlan County,NE,68977,KHDE
1695,31085,Hayes County,NE,69038,KMCK
1696,31087,Hitchcock County,NE,69038,KMCK
1697,31089,Holt County,NE,68766,KONL
1698,31091,Hooker County,NE,69152,KTIF
1699,31093,Howard County,NE,68873,KGRI
1700,31095,Jefferson County,NE,68352,KHJH
1701,31097,Johnson County,NE,68301,KBIE
1702,31099,Kearney County,NE,68847,KEAR
1703,31101,Keith County,NE,69121,KOGA
1704,31103,Keya Paha County,NE,68753,KANW
1705,31105,Kimball County,NE,69156,KIBM
1706,31107,Knox County,NE,68760,KYKN
1707,31109,Lancaster County,NE,68503,KLNK
1708,31111,Lincoln County,NE,69029,KLXN
1709,31113,Logan County,NE,69120,KBBW
1710,31115,Loup County,NE,68879,KODX
1711,31117,McPherson County,NE,69101,KLBF
1712,31119,Madison County,NE,68702,KOFK
1713,31121,Merrick County,NE,68826,KAUH
1714,31123,Morrill County,NE,69301,KAIA
1715,31125,Nance County,NE,68864,KGRI
1716,31127,Nemaha County,NE,68305,KAFK
1717,31129,Nuckolls County,NE,68957,KHSI
1718,31131,Otoe County,NE,68410,KAFK
1719,31133,Pawnee County,NE,68458,KBIE
1720,31135,Perkins County,NE,69169,KIML
1721,31137,Phelps County,NE,68845,KEAR
1722,31139,Pierce County,NE,68781,KOFK
1723,31141,Platte County,NE,68601,KOLU
1724,31143,Polk County,NE,68601,KOLU
1725,31145,Red Willow County,NE,69024,KMCK
1726,31147,Richardson County,NE,68431,KFNB
1727,31149,Rock County,NE,68759,KANW
1728,31151,Saline County,NE,68464,KBIE
1729,31153,Sarpy County,NE,68059,KMLE
1730,31155,Saunders County,NE,68050,KAHQ
1731,31157,Scotts Bluff County,NE,69358,KTOR
1732,31159,Seward County,NE,68428,KLNK
1733,31161,Sheridan County,NE,69343,KIEN
1734,31163,Sherman County,NE,68844,KEAR
1735,31165,Sioux County,NE,69358,KTOR
1736,31167,Stanton County,NE,68779,KOFK
1737,31169,Thayer County,NE,68943,KHJH
1738,31171,Thomas County,NE,69166,KTIF
1739,31173,Thurston County,NE,68039,KSUX
1740,31175,Valley County,NE,68815,KODX
1741,31177,Washington County,NE,68029,KTQE
1742,31179,Wayne County,NE,68745,KLCG
1743,31181,Webster County,NE,68957,KHSI
1744,31183,Wheeler County,NE,68665,KODX
1745,31185,York County,NE,68654,KJYR
1746,32001,Churchill County,NV,89407,KRNO
1747,32003,Clark County,NV,89014,KLAS
1748,32005,Douglas County,NV,89444,KRNO
1749,32007,Elko County,NV,89821,KEKO
1750,32009,Esmeralda County,NV,89013,KMMH
1751,32011,Eureka County,NV,89821,KEKO
1752,32013,Humboldt County,NV,89426,KWMC
1753,32015,Lander County,NV,89820,KWMC
1754,32017,Lincoln County,NV,89042,KSGU
1755,32019,Lyon County,NV,89444,KRNO
1756,32021,Mineral County,NV,89415,KHTH
1757,32023,Nye County,NV,89041,KVGT
1758,32027,Pershing County,NV,89445,KWMC
1759,32029,Storey County,NV,89434,KRNO
1760,32031,Washoe County,NV,89431,KRNO
1761,32033,White Pine County,NV,89318,KELY
1762,32510,Carson City,NV,89705,KRNO
1763,33001,Belknap County,NH,3253,KLEB
1764,33003,Carroll County,NH,3838,KPWM
1765,33005,Cheshire County,NH,3431,KMHT
1766,33007,Coos County,NH,3593,KPWM
1767,33009,Grafton County,NH,3245,KLEB
1768,33011,Hillsborough County,NH,3033,KMHT
1769,33013,Merrimack County,NH,3303,KMHT
1770,33015,Rockingham County,NH,3044,KPSM
1771,33017,Strafford County,NH,3825,KPSM
1772,33019,Sullivan County,NH,3748,KLEB
1773,34001,Atlantic County,NJ,8225,KACY
1774,34003,Bergen County,NJ,7010,KTEB
1775,34005,Burlington County,NJ,8036,KTTN
1776,34007,Camden County,NJ,8012,KPHL
1777,34009,Cape May County,NJ,8223,KACY
1778,34011,Cumberland County,NJ,8353,KILG
1779,34013,Essex County,NJ,7040,KEWR
1780,34015,Gloucester County,NJ,8012,KPHL
1781,34017,Hudson County,NJ,7303,KEWR
1782,34019,Hunterdon County,NJ,8833,KTTN
1783,34021,Mercer County,NJ,8512,KCGZ
1784,34023,Middlesex County,NJ,8902,KTTN
1785,34025,Monmouth County,NJ,7727,KTTN
1786,34027,Morris County,NJ,7927,KEWR
1787,34029,Ocean County,NJ,8734,KACY
1788,34031,Passaic County,NJ,7013,KTEB
1789,34033,Salem County,NJ,8079,KILG
1790,34035,Somerset County,NJ,7060,KEWR
1791,34037,Sussex County,NJ,7871,KTEB
1792,34039,Union County,NJ,7036,KEWR
1793,34041,Warren County,NJ,7880,KABE
1794,35001,Bernalillo County,NM,87110,KABQ
1795,35003,Catron County,NM,87827,KGNT
1796,35005,Chaves County,NM,88253,KATS
1797,35006,Cibola County,NM,87020,KGNT
1798,35007,Colfax County,NM,87747,KRTN
1799,35009,Curry County,NM,88124,KCVS
1800,35011,De Baca County,NM,88119,KCVS
1801,35013,Dona Ana County,NM,88081,KELP
1802,35015,Eddy County,NM,88210,KATS
1803,35017,Grant County,NM,88043,KSVC
1804,35019,Guadalupe County,NM,88431,KTCC
1805,35021,Harding County,NM,87746,KTCC
1806,35023,Hidalgo County,NM,88056,KDUG
1807,35025,Lea County,NM,88267,KHOB
1808,35027,Lincoln County,NM,88348,KSRR
1809,35028,Los Alamos County,NM,87547,KLAM
1810,35029,Luna County,NM,88030,KDMN
1811,35031,McKinley County,NM,87020,KGNT
1812,35033,Mora County,NM,87713,KAXX
1813,35035,Otero County,NM,88081,KELP
1814,35037,Quay County,NM,88124,KCVS
1815,35039,Rio Arriba County,NM,87528,KDRO
1816,35041,Roosevelt County,NM,88115,KCVS
1817,35043,Sandoval County,NM,87041,KSAF
1818,35045,San Juan County,NM,87402,KFMN
1819,35047,San Miguel County,NM,87565,KLVS
1820,35049,Santa Fe County,NM,87035,KABQ
1821,35051,Sierra County,NM,87901,KTCS
1822,35053,Socorro County,NM,87823,KONM
1823,35055,Taos County,NM,87514,KSKX
1824,35057,Torrance County,NM,87035,KABQ
1825,35059,Union County,NM,88414,KRTN
1826,35061,Valencia County,NM,87031,KABQ
1827,36001,Albany County,NY,12087,KALB
1828,36003,Allegany County,NY,14717,KELZ
1829,36005,Bronx County,NY,10459,KLGA
1830,36007,Broome County,NY,13746,KBGM
1831,36009,Cattaraugus County,NY,14738,KJHW
1832,36011,Cayuga County,NY,13074,KFZY
1833,36013,Chautauqua County,NY,14048,KDKK
1834,36015,Chemung County,NY,14824,KELM
1835,36017,Chenango County,NY,13746,KBGM
1836,36019,Clinton County,NY,12981,KPBG
1837,36021,Columbia County,NY,12037,KPSF
1838,36023,Cortland County,NY,13053,KITH
1839,36025,Delaware County,NY,12455,KMSV
1840,36027,Dutchess County,NY,12533,KPOU
1841,36029,Erie County,NY,14052,KBUF
1842,36031,Essex County,NY,12883,KRUT
